time,Network.host[0].app.Throughput:vector
0.002862333563,111797
0.005054333562,126624
0.007246333561,132481
0.00943833356,135617
0.011630333559,137571
0.013822333558,138906
0.016014333557,139875
0.018206333556,140610
0.020398333555,141188
0.022590333554,141654
0.024782333553,142037
0.026974333552,142358
0.029166333551,142630
0.03135833355,142865
0.033550333549,143069
0.035742333548,143248
0.037934333547,143406
0.040126333546,143547
0.042318333545,143673
0.044510333544,143787
0.046702333543,143890
0.048894333542,143984
0.051086333541,144070
0.05327833354,144149
0.055470333539,144221
0.057662333538,144288
0.059854333537,144350
0.062046333536,144408
0.064238333535,144462
0.066430333534,144512
0.068622333533,144559
0.070814333532,144603
0.073006333531,144645
0.07519833353,144684
0.077390333529,144721
0.079582333528,144756
0.081774333527,144789
0.083966333526,144820
0.086158333525,144850
0.088350333524,144878
0.090542333523,144905
0.092734333522,144930
0.094926333521,144955
0.09711833352,144978
0.099310333519,145000
0.101502333518,145021
0.103694333517,145042
0.105886333516,145061
0.108078333515,145080
0.110270333514,145098
0.112462333513,145115
0.114654333512,145132
0.116846333511,145148
0.11903833351,145163
0.121230333509,145178
0.123422333508,145193
0.125614333507,145206
0.127806333506,145220
0.129998333505,145233
0.132190333504,145245
0.134382333503,145257
0.136574333502,145269
0.138766333501,145280
0.1409583335,145291
0.143150333499,145302
0.145342333498,145312
0.147534333497,145322
0.149726333496,145332
0.151918333495,145341
0.154110333494,145350
0.156302333493,145359
0.158494333492,145368
0.160686333491,145376
0.16287833349,145385
0.165070333489,145393
0.167262333488,145400
0.169454333487,145408
0.171646333486,145415
0.173838333485,145422
0.176030333484,145429
0.178222333483,145436
0.180414333482,145443
0.182606333481,145450
0.18479833348,145456
0.186990333479,145462
0.189182333478,145468
0.191374333477,145474
0.193566333476,145480
0.195758333475,145486
0.197950333474,145491
0.200142333473,145496
0.202334333472,145502
0.204526333471,145507
0.20671833347,145512
0.208910333469,145517
0.211102333468,145522
0.213294333467,145527
0.215486333466,145531
0.217678333465,145536
0.219870333464,145540
0.222062333463,145545
0.224254333462,145549
0.226446333461,145553
0.22863833346,145557
0.230830333459,145561
0.233022333458,145565
0.235214333457,145569
0.237406333456,145573
0.239598333455,145577
0.241790333454,145581
0.243982333453,145584
0.246174333452,145588
0.248366333451,145591
0.25055833345,145595
0.252750333449,145598
0.254942333448,145602
0.257134333447,145605
0.259326333446,145608
0.261518333445,145611
0.263710333444,145614
0.265902333443,145617
0.268094333442,145620
0.270286333441,145623
0.27247833344,145626
0.274670333439,145629
0.276862333438,145632
0.279054333437,145635
0.281246333436,145637
0.283438333435,145640
0.285630333434,145643
0.287822333433,145645
0.290014333432,145648
0.292206333431,145651
0.29439833343,145653
0.296590333429,145655
0.298782333428,145658
0.300974333427,145660
0.303166333426,145663
0.305358333425,145665
0.307550333424,145667
0.309742333423,145669
0.311934333422,145672
0.314126333421,145674
0.31631833342,145676
0.318510333419,145678
0.320702333418,145680
0.322894333417,145682
0.325086333416,145684
0.327278333415,145686
0.329470333414,145688
0.331662333413,145690
0.333854333412,145692
0.336046333411,145694
0.33823833341,145696
0.340430333409,145698
0.342622333408,145700
0.344814333407,145702
0.347006333406,145703
0.349198333405,145705
0.351390333404,145707
