time,Network.host[0].spi.RxNoFrame_time:vector
0.00054616678,5e-005
0.002530833904,5e-005
0.003523167466,5e-005
0.004515501028,5e-005
0.00550783459,5e-005
0.006500168152,5e-005
0.007492501714,5e-005
0.008484835276,5e-005
0.009477168838,5e-005
0.0104695024,5e-005
0.011461835962,5e-005
0.012454169524,5e-005
0.013446503086,5e-005
0.014438836648,5e-005
0.01543117021,5e-005
0.016423503772,5e-005
0.017415837334,5e-005
0.018408170896,5e-005
0.019400504458,5e-005
0.02039283802,5e-005
0.021385171582,5e-005
0.022377505144,5e-005
0.023369838706,5e-005
0.024362172268,5e-005
0.02535450583,5e-005
0.026346839392,5e-005
0.027339172954,5e-005
0.028331506516,5e-005
0.029323840078,5e-005
0.03031617364,5e-005
0.031308507202,5e-005
0.032300840764,5e-005
0.033293174326,5e-005
0.034285507888,5e-005
0.03527784145,5e-005
0.036270175012,5e-005
0.037262508574,5e-005
0.038254842136,5e-005
0.039247175698,5e-005
0.04023950926,5e-005
0.041231842822,5e-005
0.042224176384,5e-005
0.043216509946,5e-005
0.044208843508,5e-005
0.04520117707,5e-005
0.046193510632,5e-005
0.047185844194,5e-005
0.048178177756,5e-005
0.049170511318,5e-005
0.05016284488,5e-005
0.051155178442,5e-005
0.052147512004,5e-005
0.053139845566,5e-005
0.054132179128,5e-005
0.05512451269,5e-005
0.056116846252,5e-005
0.057109179814,5e-005
0.058101513376,5e-005
0.059093846938,5e-005
0.0600861805,5e-005
0.061078514062,5e-005
0.062070847624,5e-005
0.063063181186,5e-005
0.064055514748,5e-005
0.06504784831,5e-005
0.066040181872,5e-005
0.067032515434,5e-005
0.068024848996,5e-005
0.069017182558,5e-005
0.07000951612,5e-005
0.071001849682,5e-005
0.071994183244,5e-005
0.072986516806,5e-005
0.073978850368,5e-005
0.07497118393,5e-005
0.075963517492,5e-005
0.076955851054,5e-005
0.077948184616,5e-005
0.078940518178,5e-005
0.07993285174,5e-005
0.080925185302,5e-005
0.081917518864,5e-005
0.082909852426,5e-005
0.083902185988,5e-005
0.08489451955,5e-005
0.085886853112,5e-005
0.086879186674,5e-005
0.087871520236,5e-005
0.088863853798,5e-005
0.08985618736,5e-005
0.090848520922,5e-005
0.091840854484,5e-005
0.092833188046,5e-005
0.093825521608,5e-005
0.09481785517,5e-005
0.095810188732,5e-005
0.096802522294,5e-005
0.097794855856,5e-005
0.098787189418,5e-005
0.09977952298,5e-005
0.100771856542,5e-005
0.101764190104,5e-005
0.102756523666,5e-005
0.103748857228,5e-005
0.10474119079,5e-005
0.105733524352,5e-005
0.106725857914,5e-005
0.107718191476,5e-005
0.108710525038,5e-005
0.1097028586,5e-005
0.110695192162,5e-005
0.111687525724,5e-005
0.112679859286,5e-005
0.113672192848,5e-005
0.11466452641,5e-005
0.115656859972,5e-005
0.116649193534,5e-005
0.117641527096,5e-005
0.118633860658,5e-005
0.11962619422,5e-005
0.120618527782,5e-005
0.121610861344,5e-005
0.122603194906,5e-005
0.123595528468,5e-005
0.12458786203,5e-005
0.125580195592,5e-005
0.126572529154,5e-005
0.127564862716,5e-005
0.128557196278,5e-005
0.12954952984,5e-005
0.130541863402,5e-005
0.131534196964,5e-005
0.132526530526,5e-005
0.133518864088,5e-005
0.13451119765,5e-005
0.135503531212,5e-005
0.136495864774,5e-005
0.137488198336,5e-005
0.138480531898,5e-005
0.13947286546,5e-005
0.140465199022,5e-005
0.141457532584,5e-005
0.142449866146,5e-005
0.143442199708,5e-005
0.14443453327,5e-005
0.145426866832,5e-005
0.146419200394,5e-005
0.147411533956,5e-005
0.148403867518,5e-005
0.14939620108,5e-005
0.150388534642,5e-005
0.151380868204,5e-005
0.152373201766,5e-005
0.153365535328,5e-005
0.15435786889,5e-005
0.155350202452,5e-005
0.156342536014,5e-005
0.157334869576,5e-005
0.158327203138,5e-005
0.1593195367,5e-005
0.160311870262,5e-005
0.161304203824,5e-005
0.162296537386,5e-005
0.163288870948,5e-005
0.16428120451,5e-005
0.165273538072,5e-005
0.166265871634,5e-005
0.167258205196,5e-005
0.168250538758,5e-005
0.16924287232,5e-005
0.170235205882,5e-005
0.171227539444,5e-005
0.172219873006,5e-005
0.173212206568,5e-005
0.17420454013,5e-005
0.175196873692,5e-005
0.176189207254,5e-005
0.177181540816,5e-005
0.178173874378,5e-005
0.17916620794,5e-005
0.180158541502,5e-005
0.181150875064,5e-005
0.182143208626,5e-005
0.183135542188,5e-005
0.18412787575,5e-005
0.185120209312,5e-005
0.186112542874,5e-005
0.187104876436,5e-005
0.188097209998,5e-005
0.18908954356,5e-005
0.190081877122,5e-005
0.191074210684,5e-005
0.192066544246,5e-005
0.193058877808,5e-005
0.19405121137,5e-005
0.195043544932,5e-005
0.196035878494,5e-005
0.197028212056,5e-005
0.198020545618,5e-005
0.19901287918,5e-005
0.200005212742,5e-005
0.200997546304,5e-005
0.201989879866,5e-005
0.202982213428,5e-005
0.20397454699,5e-005
0.204966880552,5e-005
0.205959214114,5e-005
0.206951547676,5e-005
0.207943881238,5e-005
0.2089362148,5e-005
0.209928548362,5e-005
0.210920881924,5e-005
0.211913215486,5e-005
0.212905549048,5e-005
0.21389788261,5e-005
0.214890216172,5e-005
0.215882549734,5e-005
0.216874883296,5e-005
0.217867216858,5e-005
0.21885955042,5e-005
0.219851883982,5e-005
0.220844217544,5e-005
0.221836551106,5e-005
0.222828884668,5e-005
0.22382121823,5e-005
0.224813551792,5e-005
0.225805885354,5e-005
0.226798218916,5e-005
0.227790552478,5e-005
0.22878288604,5e-005
0.229775219602,5e-005
0.230767553164,5e-005
0.231759886726,5e-005
0.232752220288,5e-005
0.23374455385,5e-005
0.234736887412,5e-005
0.235729220974,5e-005
0.236721554536,5e-005
0.237713888098,5e-005
0.23870622166,5e-005
0.239698555222,5e-005
0.240690888784,5e-005
0.241683222346,5e-005
0.242675555908,5e-005
0.24366788947,5e-005
0.244660223032,5e-005
0.245652556594,5e-005
0.246644890156,5e-005
0.247637223718,5e-005
0.24862955728,5e-005
0.249621890842,5e-005
0.250614224404,5e-005
0.251606557966,5e-005
0.252598891528,5e-005
0.25359122509,5e-005
0.254583558652,5e-005
0.255575892214,5e-005
0.256568225776,5e-005
0.257560559338,5e-005
0.2585528929,5e-005
0.259545226462,5e-005
0.260537560024,5e-005
0.261529893586,5e-005
0.262522227148,5e-005
0.26351456071,5e-005
0.264506894272,5e-005
0.265499227834,5e-005
0.266491561396,5e-005
0.267483894958,5e-005
0.26847622852,5e-005
0.269468562082,5e-005
0.270460895644,5e-005
0.271453229206,5e-005
0.272445562768,5e-005
0.27343789633,5e-005
0.274430229892,5e-005
