time,Network.host[1].spi.setTxMode_time:vector
0.00059,0.00059
0.002381999999,0.00059
0.004173999998,0.00059
0.005965999997,0.00059
0.007757999996,0.00059
0.009549999995,0.00059
0.011341999994,0.00059
0.013133999993,0.00059
0.014925999992,0.00059
0.016717999991,0.00059
0.01850999999,0.00059
0.020301999989,0.00059
0.022093999988,0.00059
0.023885999987,0.00059
0.025677999986,0.00059
0.027469999985,0.00059
0.029261999984,0.00059
0.031053999983,0.00059
0.032845999982,0.00059
0.034637999981,0.00059
0.03642999998,0.00059
0.038221999979,0.00059
0.040013999978,0.00059
0.041805999977,0.00059
0.043597999976,0.00059
0.045389999975,0.00059
0.047181999974,0.00059
0.048973999973,0.00059
0.050765999972,0.00059
0.052557999971,0.00059
0.05434999997,0.00059
0.056141999969,0.00059
0.057933999968,0.00059
0.059725999967,0.00059
0.061517999966,0.00059
0.063309999965,0.00059
0.065101999964,0.00059
0.066893999963,0.00059
0.068685999962,0.00059
0.070477999961,0.00059
0.07226999996,0.00059
0.074061999959,0.00059
0.075853999958,0.00059
0.077645999957,0.00059
0.079437999956,0.00059
0.081229999955,0.00059
0.083021999954,0.00059
0.084813999953,0.00059
0.086605999952,0.00059
0.088397999951,0.00059
0.09018999995,0.00059
0.091981999949,0.00059
0.093773999948,0.00059
0.095565999947,0.00059
0.097357999946,0.00059
0.099149999945,0.00059
0.100941999944,0.00059
0.102733999943,0.00059
0.104525999942,0.00059
0.106317999941,0.00059
0.10810999994,0.00059
0.109901999939,0.00059
0.111693999938,0.00059
0.113485999937,0.00059
0.115277999936,0.00059
0.117069999935,0.00059
0.118861999934,0.00059
0.120653999933,0.00059
0.122445999932,0.00059
0.124237999931,0.00059
0.12602999993,0.00059
0.127821999929,0.00059
0.129613999928,0.00059
0.131405999927,0.00059
0.133197999926,0.00059
0.134989999925,0.00059
0.136781999924,0.00059
0.138573999923,0.00059
0.140365999922,0.00059
0.142157999921,0.00059
0.14394999992,0.00059
0.145741999919,0.00059
0.147533999918,0.00059
0.149325999917,0.00059
0.151117999916,0.00059
0.152909999915,0.00059
0.154701999914,0.00059
0.156493999913,0.00059
0.158285999912,0.00059
0.160077999911,0.00059
0.16186999991,0.00059
0.163661999909,0.00059
0.165453999908,0.00059
0.167245999907,0.00059
0.169037999906,0.00059
0.170829999905,0.00059
0.172621999904,0.00059
0.174413999903,0.00059
0.176205999902,0.00059
0.177997999901,0.00059
0.1797899999,0.00059
0.181581999899,0.00059
0.183373999898,0.00059
0.185165999897,0.00059
0.186957999896,0.00059
0.188749999895,0.00059
0.190541999894,0.00059
0.192333999893,0.00059
0.194125999892,0.00059
0.195917999891,0.00059
0.19770999989,0.00059
0.199501999889,0.00059
0.201293999888,0.00059
0.203085999887,0.00059
0.204877999886,0.00059
0.206669999885,0.00059
0.208461999884,0.00059
0.210253999883,0.00059
0.212045999882,0.00059
0.213837999881,0.00059
0.21562999988,0.00059
0.217421999879,0.00059
0.219213999878,0.00059
0.221005999877,0.00059
0.222797999876,0.00059
0.224589999875,0.00059
0.226381999874,0.00059
0.228173999873,0.00059
0.229965999872,0.00059
0.231757999871,0.00059
0.23354999987,0.00059
0.235341999869,0.00059
0.237133999868,0.00059
0.238925999867,0.00059
0.240717999866,0.00059
0.242509999865,0.00059
0.244301999864,0.00059
0.246093999863,0.00059
0.247885999862,0.00059
0.249677999861,0.00059
0.25146999986,0.00059
0.253261999859,0.00059
0.255053999858,0.00059
0.256845999857,0.00059
0.258637999856,0.00059
0.260429999855,0.00059
0.262221999854,0.00059
0.264013999853,0.00059
0.265805999852,0.00059
0.267597999851,0.00059
0.26938999985,0.00059
0.271181999849,0.00059
0.272973999848,0.00059
0.274765999847,0.00059
0.276557999846,0.00059
0.278349999845,0.00059
0.280141999844,0.00059
0.281933999843,0.00059
0.283725999842,0.00059
0.285517999841,0.00059
0.28730999984,0.00059
0.289101999839,0.00059
0.290893999838,0.00059
0.292685999837,0.00059
0.294477999836,0.00059
0.296269999835,0.00059
0.298061999834,0.00059
0.299853999833,0.00059
0.301645999832,0.00059
0.303437999831,0.00059
0.30522999983,0.00059
0.307021999829,0.00059
0.308813999828,0.00059
0.310605999827,0.00059
0.312397999826,0.00059
0.314189999825,0.00059
0.315981999824,0.00059
0.317773999823,0.00059
0.319565999822,0.00059
0.321357999821,0.00059
0.32314999982,0.00059
0.324941999819,0.00059
0.326733999818,0.00059
0.328525999817,0.00059
0.330317999816,0.00059
0.332109999815,0.00059
0.333901999814,0.00059
0.335693999813,0.00059
0.337485999812,0.00059
0.339277999811,0.00059
0.34106999981,0.00059
0.342861999809,0.00059
0.344653999808,0.00059
0.346445999807,0.00059
0.348237999806,0.00059
0.350029999805,0.00059
0.351821999804,0.00059
0.353613999803,0.00059
0.355405999802,0.00059
0.357197999801,0.00059
0.3589899998,0.00059
0.360781999799,0.00059
0.362573999798,0.00059
0.364365999797,0.00059
0.366157999796,0.00059
0.367949999795,0.00059
0.369741999794,0.00059
0.371533999793,0.00059
0.373325999792,0.00059
0.375117999791,0.00059
0.37690999979,0.00059
0.378701999789,0.00059
0.380493999788,0.00059
0.382285999787,0.00059
0.384077999786,0.00059
