time,Network.host[0].app.Throughput:vector
0.002382333563,100742
0.004174333562,114988
0.005966333561,120677
0.00775833356,123738
0.009550333559,125650
0.011342333558,126958
0.013134333557,127909
0.014926333556,128632
0.016718333555,129199
0.018510333554,129657
0.020302333553,130034
0.022094333552,130350
0.023886333551,130619
0.02567833355,130850
0.027470333549,131050
0.029262333548,131227
0.031054333547,131383
0.032846333546,131522
0.034638333545,131646
0.036430333544,131758
0.038222333543,131860
0.040014333542,131953
0.041806333541,132037
0.04359833354,132115
0.045390333539,132187
0.047182333538,132253
0.048974333537,132314
0.050766333536,132371
0.052558333535,132424
0.054350333534,132474
0.056142333533,132520
0.057934333532,132564
0.059726333531,132605
0.06151833353,132643
0.063310333529,132680
0.065102333528,132714
0.066894333527,132747
0.068686333526,132778
0.070478333525,132807
0.072270333524,132835
0.074062333523,132861
0.075854333522,132886
0.077646333521,132910
0.07943833352,132933
0.081230333519,132955
0.083022333518,132976
0.084814333517,132996
0.086606333516,133016
0.088398333515,133034
0.090190333514,133052
0.091982333513,133069
0.093774333512,133085
0.095566333511,133101
0.09735833351,133116
0.099150333509,133131
0.100942333508,133145
0.102734333507,133159
0.104526333506,133172
0.106318333505,133185
0.108110333504,133197
0.109902333503,133209
0.111694333502,133221
0.113486333501,133232
0.1152783335,133243
0.117070333499,133253
0.118862333498,133263
0.120654333497,133273
0.122446333496,133283
0.124238333495,133292
0.126030333494,133301
0.127822333493,133310
0.129614333492,133319
0.131406333491,133327
0.13319833349,133335
0.134990333489,133343
0.136782333488,133351
0.138574333487,133358
0.140366333486,133365
0.142158333485,133372
0.143950333484,133379
0.145742333483,133386
0.147534333482,133393
0.149326333481,133399
0.15111833348,133405
0.152910333479,133412
0.154702333478,133418
0.156494333477,133423
0.158286333476,133429
0.160078333475,133435
0.161870333474,133440
0.163662333473,133445
0.165454333472,133451
0.167246333471,133456
0.16903833347,133461
0.170830333469,133466
0.172622333468,133471
0.174414333467,133475
0.176206333466,133480
0.177998333465,133484
0.179790333464,133489
0.181582333463,133493
0.183374333462,133497
0.185166333461,133502
0.18695833346,133506
0.188750333459,133510
0.190542333458,133514
0.192334333457,133518
0.194126333456,133521
0.195918333455,133525
0.197710333454,133529
0.199502333453,133532
0.201294333452,133536
0.203086333451,133539
0.20487833345,133543
0.206670333449,133546
0.208462333448,133549
0.210254333447,133553
0.212046333446,133556
0.213838333445,133559
0.215630333444,133562
0.217422333443,133565
0.219214333442,133568
0.221006333441,133571
0.22279833344,133574
0.224590333439,133577
0.226382333438,133579
0.228174333437,133582
0.229966333436,133585
0.231758333435,133587
0.233550333434,133590
0.235342333433,133593
0.237134333432,133595
0.238926333431,133598
0.24071833343,133600
0.242510333429,133603
0.244302333428,133605
0.246094333427,133607
0.247886333426,133610
0.249678333425,133612
0.251470333424,133614
0.253262333423,133616
0.255054333422,133619
0.256846333421,133621
0.25863833342,133623
0.260430333419,133625
0.262222333418,133627
0.264014333417,133629
0.265806333416,133631
0.267598333415,133633
0.269390333414,133635
0.271182333413,133637
0.272974333412,133639
0.274766333411,133641
0.27655833341,133643
0.278350333409,133645
0.280142333408,133646
0.281934333407,133648
0.283726333406,133650
0.285518333405,133652
0.287310333404,133653
0.289102333403,133655
0.290894333402,133657
0.292686333401,133658
0.2944783334,133660
0.296270333399,133662
0.298062333398,133663
0.299854333397,133665
0.301646333396,133666
0.303438333395,133668
0.305230333394,133670
0.307022333393,133671
0.308814333392,133673
0.310606333391,133674
0.31239833339,133675
0.314190333389,133677
0.315982333388,133678
0.317774333387,133680
0.319566333386,133681
0.321358333385,133683
0.323150333384,133684
0.324942333383,133685
0.326734333382,133687
0.328526333381,133688
0.33031833338,133689
0.332110333379,133691
0.333902333378,133692
0.335694333377,133693
0.337486333376,133694
0.339278333375,133696
0.341070333374,133697
0.342862333373,133698
0.344654333372,133699
0.346446333371,133700
0.34823833337,133702
0.350030333369,133703
0.351822333368,133704
0.353614333367,133705
0.355406333366,133706
0.357198333365,133707
0.358990333364,133708
0.360782333363,133709
0.362574333362,133711
0.364366333361,133712
0.36615833336,133713
0.367950333359,133714
0.369742333358,133715
0.371534333357,133716
0.373326333356,133717
0.375118333355,133718
0.376910333354,133719
0.378702333353,133720
0.380494333352,133721
0.382286333351,133722
0.38407833335,133723
0.385870333349,133724
0.387662333348,133725
0.389454333347,133726
0.391246333346,133726
0.393038333345,133727
0.394830333344,133728
0.396622333343,133729
0.398414333342,133730
0.400206333341,133731
0.40199833334,133732
