time,Network.host[0].spi.ArrivedDataframesCount:vector
0.003392333563,1
0.006784333562,2
0.010176333561,3
0.01356833356,4
0.016960333559,5
0.020352333558,6
0.023744333557,7
0.027136333556,8
0.030528333555,9
0.033920333554,10
0.037312333553,11
0.040704333552,12
0.044096333551,13
0.04748833355,14
0.050880333549,15
0.054272333548,16
0.057664333547,17
0.061056333546,18
0.064448333545,19
0.067840333544,20
0.071232333543,21
0.074624333542,22
0.078016333541,23
0.08140833354,24
0.084800333539,25
0.088192333538,26
0.091584333537,27
0.094976333536,28
0.098368333535,29
0.101760333534,30
0.105152333533,31
0.108544333532,32
0.111936333531,33
0.11532833353,34
0.118720333529,35
0.122112333528,36
0.125504333527,37
0.128896333526,38
0.132288333525,39
0.135680333524,40
0.139072333523,41
0.142464333522,42
0.145856333521,43
0.14924833352,44
0.152640333519,45
0.156032333518,46
0.159424333517,47
0.162816333516,48
0.166208333515,49
0.169600333514,50
0.172992333513,51
0.176384333512,52
0.179776333511,53
0.18316833351,54
0.186560333509,55
0.189952333508,56
0.193344333507,57
0.196736333506,58
0.200128333505,59
0.203520333504,60
0.206912333503,61
0.210304333502,62
0.213696333501,63
0.2170883335,64
0.220480333499,65
0.223872333498,66
0.227264333497,67
0.230656333496,68
0.234048333495,69
0.237440333494,70
0.240832333493,71
0.244224333492,72
0.247616333491,73
0.25100833349,74
0.254400333489,75
0.257792333488,76
0.261184333487,77
0.264576333486,78
0.267968333485,79
0.271360333484,80
0.274752333483,81
0.278144333482,82
0.281536333481,83
0.28492833348,84
0.288320333479,85
0.291712333478,86
0.295104333477,87
0.298496333476,88
0.301888333475,89
0.305280333474,90
0.308672333473,91
0.312064333472,92
0.315456333471,93
0.31884833347,94
0.322240333469,95
0.325632333468,96
0.329024333467,97
0.332416333466,98
0.335808333465,99
0.339200333464,100
0.342592333463,101
0.345984333462,102
0.349376333461,103
0.35276833346,104
0.356160333459,105
0.359552333458,106
0.362944333457,107
0.366336333456,108
0.369728333455,109
0.373120333454,110
0.376512333453,111
0.379904333452,112
0.383296333451,113
0.38668833345,114
0.390080333449,115
0.393472333448,116
0.396864333447,117
0.400256333446,118
0.403648333445,119
0.407040333444,120
0.410432333443,121
0.413824333442,122
0.417216333441,123
0.42060833344,124
0.424000333439,125
0.427392333438,126
0.430784333437,127
0.434176333436,128
0.437568333435,129
0.440960333434,130
0.444352333433,131
0.447744333432,132
0.451136333431,133
0.45452833343,134
0.457920333429,135
0.461312333428,136
0.464704333427,137
0.468096333426,138
0.471488333425,139
0.474880333424,140
0.478272333423,141
0.481664333422,142
0.485056333421,143
0.48844833342,144
0.491840333419,145
0.495232333418,146
0.498624333417,147
0.502016333416,148
0.505408333415,149
0.508800333414,150
0.512192333413,151
0.515584333412,152
0.518976333411,153
0.52236833341,154
0.525760333409,155
0.529152333408,156
0.532544333407,157
0.535936333406,158
0.539328333405,159
0.542720333404,160
0.546112333403,161
0.549504333402,162
0.552896333401,163
0.5562883334,164
0.559680333399,165
0.563072333398,166
0.566464333397,167
0.569856333396,168
0.573248333395,169
0.576640333394,170
0.580032333393,171
0.583424333392,172
0.586816333391,173
0.59020833339,174
0.593600333389,175
0.596992333388,176
0.600384333387,177
0.603776333386,178
0.607168333385,179
0.610560333384,180
0.613952333383,181
0.617344333382,182
0.620736333381,183
0.62412833338,184
0.627520333379,185
0.630912333378,186
0.634304333377,187
0.637696333376,188
0.641088333375,189
0.644480333374,190
0.647872333373,191
0.651264333372,192
0.654656333371,193
0.65804833337,194
0.661440333369,195
0.664832333368,196
0.668224333367,197
0.671616333366,198
0.675008333365,199
0.678400333364,200
0.681792333363,201
0.685184333362,202
0.688576333361,203
0.69196833336,204
0.695360333359,205
0.698752333358,206
0.702144333357,207
0.705536333356,208
0.708928333355,209
0.712320333354,210
0.715712333353,211
0.719104333352,212
0.722496333351,213
0.72588833335,214
0.729280333349,215
0.732672333348,216
0.736064333347,217
0.739456333346,218
0.742848333345,219
0.746240333344,220
0.749632333343,221
0.753024333342,222
0.756416333341,223
0.75980833334,224
0.763200333339,225
0.766592333338,226
0.769984333337,227
0.773376333336,228
0.776768333335,229
0.780160333334,230
0.783552333333,231
0.786944333332,232
0.790336333331,233
0.79372833333,234
0.797120333329,235
0.800512333328,236
0.803904333327,237
0.807296333326,238
0.810688333325,239
0.814080333324,240
0.817472333323,241
0.820864333322,242
0.824256333321,243
0.82764833332,244
0.831040333319,245
0.834432333318,246
0.837824333317,247
0.841216333316,248
0.844608333315,249
0.848000333314,250
0.851392333313,251
0.854784333312,252
0.858176333311,253
0.86156833331,254
0.864960333309,255
0.868352333308,256
0.871744333307,257
0.875136333306,258
0.878528333305,259
0.881920333304,260
0.885312333303,261
0.888704333302,262
0.892096333301,263
0.8954883333,264
0.898880333299,265
0.902272333298,266
0.905664333297,267
0.909056333296,268
0.912448333295,269
0.915840333294,270
0.919232333293,271
0.922624333292,272
0.926016333291,273
0.92940833329,274
0.932800333289,275
0.936192333288,276
0.939584333287,277
0.942976333286,278
0.946368333285,279
0.949760333284,280
0.953152333283,281
0.956544333282,282
0.959936333281,283
0.96332833328,284
0.966720333279,285
0.970112333278,286
0.973504333277,287
0.976896333276,288
0.980288333275,289
0.983680333274,290
0.987072333273,291
0.990464333272,292
0.993856333271,293
0.99724833327,294
1.000640333269,295
1.004032333268,296
1.007424333267,297
1.010816333266,298
1.014208333265,299
1.017600333264,300
1.020992333263,301
1.024384333262,302
1.027776333261,303
1.03116833326,304
1.034560333259,305
1.037952333258,306
1.041344333257,307
1.044736333256,308
