time,Network.host[1].spi.setTxMode_time:vector
0.00091,0.00091
0.004301999999,0.00091
0.007693999998,0.00091
0.011085999997,0.00091
0.014477999996,0.00091
0.017869999995,0.00091
0.021261999994,0.00091
0.024653999993,0.00091
0.028045999992,0.00091
0.031437999991,0.00091
0.03482999999,0.00091
0.038221999989,0.00091
0.041613999988,0.00091
0.045005999987,0.00091
0.048397999986,0.00091
0.051789999985,0.00091
0.055181999984,0.00091
0.058573999983,0.00091
0.061965999982,0.00091
0.065357999981,0.00091
0.06874999998,0.00091
0.072141999979,0.00091
0.075533999978,0.00091
0.078925999977,0.00091
0.082317999976,0.00091
0.085709999975,0.00091
0.089101999974,0.00091
0.092493999973,0.00091
0.095885999972,0.00091
0.099277999971,0.00091
0.10266999997,0.00091
0.106061999969,0.00091
0.109453999968,0.00091
0.112845999967,0.00091
0.116237999966,0.00091
0.119629999965,0.00091
0.123021999964,0.00091
0.126413999963,0.00091
0.129805999962,0.00091
0.133197999961,0.00091
0.13658999996,0.00091
0.139981999959,0.00091
0.143373999958,0.00091
0.146765999957,0.00091
0.150157999956,0.00091
0.153549999955,0.00091
0.156941999954,0.00091
0.160333999953,0.00091
0.163725999952,0.00091
0.167117999951,0.00091
0.17050999995,0.00091
0.173901999949,0.00091
0.177293999948,0.00091
0.180685999947,0.00091
0.184077999946,0.00091
0.187469999945,0.00091
0.190861999944,0.00091
0.194253999943,0.00091
0.197645999942,0.00091
0.201037999941,0.00091
0.20442999994,0.00091
0.207821999939,0.00091
0.211213999938,0.00091
0.214605999937,0.00091
0.217997999936,0.00091
0.221389999935,0.00091
0.224781999934,0.00091
0.228173999933,0.00091
0.231565999932,0.00091
0.234957999931,0.00091
0.23834999993,0.00091
0.241741999929,0.00091
0.245133999928,0.00091
0.248525999927,0.00091
0.251917999926,0.00091
0.255309999925,0.00091
0.258701999924,0.00091
0.262093999923,0.00091
0.265485999922,0.00091
0.268877999921,0.00091
0.27226999992,0.00091
0.275661999919,0.00091
0.279053999918,0.00091
0.282445999917,0.00091
0.285837999916,0.00091
0.289229999915,0.00091
0.292621999914,0.00091
0.296013999913,0.00091
0.299405999912,0.00091
0.302797999911,0.00091
0.30618999991,0.00091
0.309581999909,0.00091
0.312973999908,0.00091
