time,Network.host[0].spi.DataframeArrivalPeriod:vector
0.002992333563,0.00299233
0.005984333562,0.00299233
0.008976333561,0.00299233
0.01196833356,0.00299233
0.014960333559,0.00299233
0.017952333558,0.00299233
0.020944333557,0.00299233
0.023936333556,0.00299233
0.026928333555,0.00299233
0.029920333554,0.00299233
0.032912333553,0.00299233
0.035904333552,0.00299233
0.038896333551,0.00299233
0.04188833355,0.00299233
0.044880333549,0.00299233
0.047872333548,0.00299233
0.050864333547,0.00299233
0.053856333546,0.00299233
0.056848333545,0.00299233
0.059840333544,0.00299233
0.062832333543,0.00299233
0.065824333542,0.00299233
0.068816333541,0.00299233
0.07180833354,0.00299233
0.074800333539,0.00299233
0.077792333538,0.00299233
0.080784333537,0.00299233
0.083776333536,0.00299233
0.086768333535,0.00299233
0.089760333534,0.00299233
0.092752333533,0.00299233
0.095744333532,0.00299233
0.098736333531,0.00299233
0.10172833353,0.00299233
0.104720333529,0.00299233
0.107712333528,0.00299233
0.110704333527,0.00299233
0.113696333526,0.00299233
0.116688333525,0.00299233
0.119680333524,0.00299233
0.122672333523,0.00299233
0.125664333522,0.00299233
0.128656333521,0.00299233
0.13164833352,0.00299233
0.134640333519,0.00299233
0.137632333518,0.00299233
0.140624333517,0.00299233
0.143616333516,0.00299233
0.146608333515,0.00299233
0.149600333514,0.00299233
0.152592333513,0.00299233
0.155584333512,0.00299233
0.158576333511,0.00299233
0.16156833351,0.00299233
0.164560333509,0.00299233
0.167552333508,0.00299233
0.170544333507,0.00299233
0.173536333506,0.00299233
0.176528333505,0.00299233
0.179520333504,0.00299233
0.182512333503,0.00299233
0.185504333502,0.00299233
0.188496333501,0.00299233
0.1914883335,0.00299233
0.194480333499,0.00299233
0.197472333498,0.00299233
0.200464333497,0.00299233
0.203456333496,0.00299233
0.206448333495,0.00299233
0.209440333494,0.00299233
0.212432333493,0.00299233
0.215424333492,0.00299233
0.218416333491,0.00299233
0.22140833349,0.00299233
0.224400333489,0.00299233
0.227392333488,0.00299233
0.230384333487,0.00299233
0.233376333486,0.00299233
0.236368333485,0.00299233
0.239360333484,0.00299233
0.242352333483,0.00299233
0.245344333482,0.00299233
0.248336333481,0.00299233
0.25132833348,0.00299233
0.254320333479,0.00299233
0.257312333478,0.00299233
0.260304333477,0.00299233
0.263296333476,0.00299233
0.266288333475,0.00299233
0.269280333474,0.00299233
0.272272333473,0.00299233
0.275264333472,0.00299233
0.278256333471,0.00299233
0.28124833347,0.00299233
0.284240333469,0.00299233
0.287232333468,0.00299233
0.290224333467,0.00299233
0.293216333466,0.00299233
0.296208333465,0.00299233
0.299200333464,0.00299233
0.302192333463,0.00299233
0.305184333462,0.00299233
0.308176333461,0.00299233
0.31116833346,0.00299233
0.314160333459,0.00299233
0.317152333458,0.00299233
0.320144333457,0.00299233
0.323136333456,0.00299233
0.326128333455,0.00299233
0.329120333454,0.00299233
0.332112333453,0.00299233
0.335104333452,0.00299233
0.338096333451,0.00299233
0.34108833345,0.00299233
0.344080333449,0.00299233
0.347072333448,0.00299233
0.350064333447,0.00299233
0.353056333446,0.00299233
0.356048333445,0.00299233
0.359040333444,0.00299233
0.362032333443,0.00299233
0.365024333442,0.00299233
0.368016333441,0.00299233
0.37100833344,0.00299233
0.374000333439,0.00299233
0.376992333438,0.00299233
0.379984333437,0.00299233
0.382976333436,0.00299233
0.385968333435,0.00299233
0.388960333434,0.00299233
0.391952333433,0.00299233
0.394944333432,0.00299233
0.397936333431,0.00299233
0.40092833343,0.00299233
0.403920333429,0.00299233
0.406912333428,0.00299233
0.409904333427,0.00299233
0.412896333426,0.00299233
0.415888333425,0.00299233
0.418880333424,0.00299233
0.421872333423,0.00299233
0.424864333422,0.00299233
0.427856333421,0.00299233
0.43084833342,0.00299233
0.433840333419,0.00299233
0.436832333418,0.00299233
0.439824333417,0.00299233
0.442816333416,0.00299233
0.445808333415,0.00299233
0.448800333414,0.00299233
0.451792333413,0.00299233
0.454784333412,0.00299233
0.457776333411,0.00299233
0.46076833341,0.00299233
0.463760333409,0.00299233
0.466752333408,0.00299233
0.469744333407,0.00299233
0.472736333406,0.00299233
0.475728333405,0.00299233
0.478720333404,0.00299233
0.481712333403,0.00299233
0.484704333402,0.00299233
0.487696333401,0.00299233
0.4906883334,0.00299233
0.493680333399,0.00299233
0.496672333398,0.00299233
0.499664333397,0.00299233
0.502656333396,0.00299233
0.505648333395,0.00299233
0.508640333394,0.00299233
0.511632333393,0.00299233
0.514624333392,0.00299233
0.517616333391,0.00299233
0.52060833339,0.00299233
0.523600333389,0.00299233
0.526592333388,0.00299233
0.529584333387,0.00299233
0.532576333386,0.00299233
0.535568333385,0.00299233
0.538560333384,0.00299233
0.541552333383,0.00299233
0.544544333382,0.00299233
0.547536333381,0.00299233
0.55052833338,0.00299233
0.553520333379,0.00299233
0.556512333378,0.00299233
0.559504333377,0.00299233
0.562496333376,0.00299233
0.565488333375,0.00299233
0.568480333374,0.00299233
0.571472333373,0.00299233
0.574464333372,0.00299233
