time,Network.host[0].spi.RxNoFrame_time:vector
0.00094616678,5e-005
0.004530833904,5e-005
0.006323167466,5e-005
0.008115501028,5e-005
0.00990783459,5e-005
0.011700168152,5e-005
0.013492501714,5e-005
0.015284835276,5e-005
0.017077168838,5e-005
0.0188695024,5e-005
0.020661835962,5e-005
0.022454169524,5e-005
0.024246503086,5e-005
0.026038836648,5e-005
0.02783117021,5e-005
0.029623503772,5e-005
0.031415837334,5e-005
0.033208170896,5e-005
0.035000504458,5e-005
0.03679283802,5e-005
0.038585171582,5e-005
0.040377505144,5e-005
0.042169838706,5e-005
0.043962172268,5e-005
0.04575450583,5e-005
0.047546839392,5e-005
0.049339172954,5e-005
0.051131506516,5e-005
0.052923840078,5e-005
0.05471617364,5e-005
0.056508507202,5e-005
0.058300840764,5e-005
0.060093174326,5e-005
0.061885507888,5e-005
0.06367784145,5e-005
0.065470175012,5e-005
0.067262508574,5e-005
0.069054842136,5e-005
0.070847175698,5e-005
0.07263950926,5e-005
0.074431842822,5e-005
0.076224176384,5e-005
0.078016509946,5e-005
0.079808843508,5e-005
0.08160117707,5e-005
0.083393510632,5e-005
0.085185844194,5e-005
0.086978177756,5e-005
0.088770511318,5e-005
0.09056284488,5e-005
0.092355178442,5e-005
0.094147512004,5e-005
0.095939845566,5e-005
0.097732179128,5e-005
0.09952451269,5e-005
0.101316846252,5e-005
0.103109179814,5e-005
0.104901513376,5e-005
0.106693846938,5e-005
0.1084861805,5e-005
0.110278514062,5e-005
0.112070847624,5e-005
0.113863181186,5e-005
0.115655514748,5e-005
0.11744784831,5e-005
0.119240181872,5e-005
0.121032515434,5e-005
0.122824848996,5e-005
0.124617182558,5e-005
0.12640951612,5e-005
0.128201849682,5e-005
0.129994183244,5e-005
0.131786516806,5e-005
0.133578850368,5e-005
0.13537118393,5e-005
0.137163517492,5e-005
0.138955851054,5e-005
0.140748184616,5e-005
0.142540518178,5e-005
0.14433285174,5e-005
0.146125185302,5e-005
0.147917518864,5e-005
0.149709852426,5e-005
0.151502185988,5e-005
0.15329451955,5e-005
0.155086853112,5e-005
0.156879186674,5e-005
0.158671520236,5e-005
0.160463853798,5e-005
0.16225618736,5e-005
0.164048520922,5e-005
0.165840854484,5e-005
0.167633188046,5e-005
0.169425521608,5e-005
0.17121785517,5e-005
0.173010188732,5e-005
0.174802522294,5e-005
0.176594855856,5e-005
0.178387189418,5e-005
0.18017952298,5e-005
0.181971856542,5e-005
0.183764190104,5e-005
0.185556523666,5e-005
0.187348857228,5e-005
0.18914119079,5e-005
0.190933524352,5e-005
0.192725857914,5e-005
0.194518191476,5e-005
0.196310525038,5e-005
0.1981028586,5e-005
0.199895192162,5e-005
0.201687525724,5e-005
0.203479859286,5e-005
0.205272192848,5e-005
0.20706452641,5e-005
0.208856859972,5e-005
0.210649193534,5e-005
0.212441527096,5e-005
0.214233860658,5e-005
0.21602619422,5e-005
0.217818527782,5e-005
0.219610861344,5e-005
0.221403194906,5e-005
0.223195528468,5e-005
0.22498786203,5e-005
0.226780195592,5e-005
0.228572529154,5e-005
0.230364862716,5e-005
0.232157196278,5e-005
0.23394952984,5e-005
0.235741863402,5e-005
0.237534196964,5e-005
0.239326530526,5e-005
0.241118864088,5e-005
0.24291119765,5e-005
0.244703531212,5e-005
0.246495864774,5e-005
0.248288198336,5e-005
0.250080531898,5e-005
0.25187286546,5e-005
0.253665199022,5e-005
0.255457532584,5e-005
0.257249866146,5e-005
0.259042199708,5e-005
0.26083453327,5e-005
0.262626866832,5e-005
0.264419200394,5e-005
