time,Network.host[1].spi.startTx_time:vector
0.000799999999,5e-005
0.003391999998,5e-005
0.005983999997,5e-005
0.008575999996,5e-005
0.011167999995,5e-005
0.013759999994,5e-005
0.016351999993,5e-005
0.018943999992,5e-005
0.021535999991,5e-005
0.02412799999,5e-005
0.026719999989,5e-005
0.029311999988,5e-005
0.031903999987,5e-005
0.034495999986,5e-005
0.037087999985,5e-005
0.039679999984,5e-005
0.042271999983,5e-005
0.044863999982,5e-005
0.047455999981,5e-005
0.05004799998,5e-005
0.052639999979,5e-005
0.055231999978,5e-005
0.057823999977,5e-005
0.060415999976,5e-005
0.063007999975,5e-005
0.065599999974,5e-005
0.068191999973,5e-005
0.070783999972,5e-005
0.073375999971,5e-005
0.07596799997,5e-005
0.078559999969,5e-005
0.081151999968,5e-005
0.083743999967,5e-005
0.086335999966,5e-005
0.088927999965,5e-005
0.091519999964,5e-005
0.094111999963,5e-005
0.096703999962,5e-005
0.099295999961,5e-005
0.10188799996,5e-005
0.104479999959,5e-005
0.107071999958,5e-005
0.109663999957,5e-005
0.112255999956,5e-005
0.114847999955,5e-005
0.117439999954,5e-005
0.120031999953,5e-005
0.122623999952,5e-005
0.125215999951,5e-005
0.12780799995,5e-005
0.130399999949,5e-005
0.132991999948,5e-005
0.135583999947,5e-005
0.138175999946,5e-005
0.140767999945,5e-005
0.143359999944,5e-005
0.145951999943,5e-005
0.148543999942,5e-005
0.151135999941,5e-005
0.15372799994,5e-005
0.156319999939,5e-005
0.158911999938,5e-005
0.161503999937,5e-005
0.164095999936,5e-005
0.166687999935,5e-005
0.169279999934,5e-005
0.171871999933,5e-005
0.174463999932,5e-005
0.177055999931,5e-005
0.17964799993,5e-005
0.182239999929,5e-005
0.184831999928,5e-005
0.187423999927,5e-005
0.190015999926,5e-005
0.192607999925,5e-005
0.195199999924,5e-005
0.197791999923,5e-005
0.200383999922,5e-005
0.202975999921,5e-005
0.20556799992,5e-005
0.208159999919,5e-005
0.210751999918,5e-005
0.213343999917,5e-005
0.215935999916,5e-005
0.218527999915,5e-005
0.221119999914,5e-005
0.223711999913,5e-005
0.226303999912,5e-005
0.228895999911,5e-005
0.23148799991,5e-005
0.234079999909,5e-005
0.236671999908,5e-005
0.239263999907,5e-005
0.241855999906,5e-005
0.244447999905,5e-005
0.247039999904,5e-005
0.249631999903,5e-005
0.252223999902,5e-005
0.254815999901,5e-005
0.2574079999,5e-005
0.259999999899,5e-005
0.262591999898,5e-005
0.265183999897,5e-005
0.267775999896,5e-005
0.270367999895,5e-005
0.272959999894,5e-005
0.275551999893,5e-005
0.278143999892,5e-005
0.280735999891,5e-005
0.28332799989,5e-005
0.285919999889,5e-005
0.288511999888,5e-005
0.291103999887,5e-005
0.293695999886,5e-005
0.296287999885,5e-005
0.298879999884,5e-005
0.301471999883,5e-005
0.304063999882,5e-005
0.306655999881,5e-005
0.30924799988,5e-005
0.311839999879,5e-005
0.314431999878,5e-005
0.317023999877,5e-005
0.319615999876,5e-005
0.322207999875,5e-005
0.324799999874,5e-005
0.327391999873,5e-005
0.329983999872,5e-005
0.332575999871,5e-005
0.33516799987,5e-005
0.337759999869,5e-005
0.340351999868,5e-005
0.342943999867,5e-005
0.345535999866,5e-005
0.348127999865,5e-005
0.350719999864,5e-005
0.353311999863,5e-005
0.355903999862,5e-005
0.358495999861,5e-005
0.36108799986,5e-005
0.363679999859,5e-005
0.366271999858,5e-005
0.368863999857,5e-005
0.371455999856,5e-005
0.374047999855,5e-005
0.376639999854,5e-005
0.379231999853,5e-005
0.381823999852,5e-005
0.384415999851,5e-005
0.38700799985,5e-005
0.389599999849,5e-005
0.392191999848,5e-005
0.394783999847,5e-005
0.397375999846,5e-005
0.399967999845,5e-005
0.402559999844,5e-005
0.405151999843,5e-005
0.407743999842,5e-005
0.410335999841,5e-005
0.41292799984,5e-005
0.415519999839,5e-005
0.418111999838,5e-005
0.420703999837,5e-005
0.423295999836,5e-005
0.425887999835,5e-005
0.428479999834,5e-005
0.431071999833,5e-005
0.433663999832,5e-005
0.436255999831,5e-005
0.43884799983,5e-005
0.441439999829,5e-005
0.444031999828,5e-005
0.446623999827,5e-005
0.449215999826,5e-005
0.451807999825,5e-005
0.454399999824,5e-005
0.456991999823,5e-005
0.459583999822,5e-005
0.462175999821,5e-005
0.46476799982,5e-005
0.467359999819,5e-005
0.469951999818,5e-005
0.472543999817,5e-005
0.475135999816,5e-005
0.477727999815,5e-005
0.480319999814,5e-005
0.482911999813,5e-005
0.485503999812,5e-005
0.488095999811,5e-005
0.49068799981,5e-005
0.493279999809,5e-005
0.495871999808,5e-005
0.498463999807,5e-005
0.501055999806,5e-005
0.503647999805,5e-005
0.506239999804,5e-005
0.508831999803,5e-005
0.511423999802,5e-005
0.514015999801,5e-005
0.5166079998,5e-005
0.519199999799,5e-005
0.521791999798,5e-005
0.524383999797,5e-005
0.526975999796,5e-005
0.529567999795,5e-005
0.532159999794,5e-005
0.534751999793,5e-005
0.537343999792,5e-005
0.539935999791,5e-005
0.54252799979,5e-005
0.545119999789,5e-005
0.547711999788,5e-005
0.550303999787,5e-005
0.552895999786,5e-005
0.555487999785,5e-005
0.558079999784,5e-005
0.560671999783,5e-005
0.563263999782,5e-005
0.565855999781,5e-005
0.56844799978,5e-005
0.571039999779,5e-005
0.573631999778,5e-005
0.576223999777,5e-005
0.578815999776,5e-005
0.581407999775,5e-005
0.583999999774,5e-005
0.586591999773,5e-005
0.589183999772,5e-005
0.591775999771,5e-005
0.59436799977,5e-005
0.596959999769,5e-005
0.599551999768,5e-005
0.602143999767,5e-005
0.604735999766,5e-005
0.607327999765,5e-005
0.609919999764,5e-005
0.612511999763,5e-005
0.615103999762,5e-005
0.617695999761,5e-005
0.62028799976,5e-005
0.622879999759,5e-005
0.625471999758,5e-005
0.628063999757,5e-005
0.630655999756,5e-005
0.633247999755,5e-005
0.635839999754,5e-005
0.638431999753,5e-005
