time,Network.host[1].spi.setTxMode_time:vector
0.00075,0.00075
0.003341999999,0.00075
0.005933999998,0.00075
0.008525999997,0.00075
0.011117999996,0.00075
0.013709999995,0.00075
0.016301999994,0.00075
0.018893999993,0.00075
0.021485999992,0.00075
0.024077999991,0.00075
0.02666999999,0.00075
0.029261999989,0.00075
0.031853999988,0.00075
0.034445999987,0.00075
0.037037999986,0.00075
0.039629999985,0.00075
0.042221999984,0.00075
0.044813999983,0.00075
0.047405999982,0.00075
0.049997999981,0.00075
0.05258999998,0.00075
0.055181999979,0.00075
0.057773999978,0.00075
0.060365999977,0.00075
0.062957999976,0.00075
0.065549999975,0.00075
0.068141999974,0.00075
0.070733999973,0.00075
0.073325999972,0.00075
0.075917999971,0.00075
0.07850999997,0.00075
0.081101999969,0.00075
0.083693999968,0.00075
0.086285999967,0.00075
0.088877999966,0.00075
0.091469999965,0.00075
0.094061999964,0.00075
0.096653999963,0.00075
0.099245999962,0.00075
0.101837999961,0.00075
0.10442999996,0.00075
0.107021999959,0.00075
0.109613999958,0.00075
0.112205999957,0.00075
0.114797999956,0.00075
0.117389999955,0.00075
0.119981999954,0.00075
0.122573999953,0.00075
0.125165999952,0.00075
0.127757999951,0.00075
0.13034999995,0.00075
0.132941999949,0.00075
0.135533999948,0.00075
0.138125999947,0.00075
0.140717999946,0.00075
0.143309999945,0.00075
0.145901999944,0.00075
0.148493999943,0.00075
0.151085999942,0.00075
0.153677999941,0.00075
0.15626999994,0.00075
0.158861999939,0.00075
0.161453999938,0.00075
0.164045999937,0.00075
0.166637999936,0.00075
0.169229999935,0.00075
0.171821999934,0.00075
0.174413999933,0.00075
0.177005999932,0.00075
0.179597999931,0.00075
0.18218999993,0.00075
0.184781999929,0.00075
0.187373999928,0.00075
0.189965999927,0.00075
0.192557999926,0.00075
0.195149999925,0.00075
0.197741999924,0.00075
0.200333999923,0.00075
0.202925999922,0.00075
0.205517999921,0.00075
0.20810999992,0.00075
0.210701999919,0.00075
0.213293999918,0.00075
0.215885999917,0.00075
0.218477999916,0.00075
0.221069999915,0.00075
0.223661999914,0.00075
0.226253999913,0.00075
0.228845999912,0.00075
0.231437999911,0.00075
0.23402999991,0.00075
0.236621999909,0.00075
0.239213999908,0.00075
0.241805999907,0.00075
0.244397999906,0.00075
0.246989999905,0.00075
0.249581999904,0.00075
0.252173999903,0.00075
0.254765999902,0.00075
0.257357999901,0.00075
0.2599499999,0.00075
0.262541999899,0.00075
0.265133999898,0.00075
0.267725999897,0.00075
0.270317999896,0.00075
0.272909999895,0.00075
0.275501999894,0.00075
0.278093999893,0.00075
0.280685999892,0.00075
0.283277999891,0.00075
0.28586999989,0.00075
0.288461999889,0.00075
0.291053999888,0.00075
0.293645999887,0.00075
0.296237999886,0.00075
0.298829999885,0.00075
0.301421999884,0.00075
0.304013999883,0.00075
0.306605999882,0.00075
0.309197999881,0.00075
0.31178999988,0.00075
0.314381999879,0.00075
0.316973999878,0.00075
0.319565999877,0.00075
0.322157999876,0.00075
0.324749999875,0.00075
0.327341999874,0.00075
0.329933999873,0.00075
0.332525999872,0.00075
0.335117999871,0.00075
0.33770999987,0.00075
0.340301999869,0.00075
0.342893999868,0.00075
0.345485999867,0.00075
0.348077999866,0.00075
0.350669999865,0.00075
0.353261999864,0.00075
0.355853999863,0.00075
0.358445999862,0.00075
0.361037999861,0.00075
0.36362999986,0.00075
0.366221999859,0.00075
0.368813999858,0.00075
0.371405999857,0.00075
0.373997999856,0.00075
0.376589999855,0.00075
0.379181999854,0.00075
0.381773999853,0.00075
0.384365999852,0.00075
