time,Network.host[0].spi.ArrivedDataframesCount:vector
0.002592333563,1
0.005184333562,2
0.007776333561,3
0.01036833356,4
0.012960333559,5
0.015552333558,6
0.018144333557,7
0.020736333556,8
0.023328333555,9
0.025920333554,10
0.028512333553,11
0.031104333552,12
0.033696333551,13
0.03628833355,14
0.038880333549,15
0.041472333548,16
0.044064333547,17
0.046656333546,18
0.049248333545,19
0.051840333544,20
0.054432333543,21
0.057024333542,22
0.059616333541,23
0.06220833354,24
0.064800333539,25
0.067392333538,26
0.069984333537,27
0.072576333536,28
0.075168333535,29
0.077760333534,30
0.080352333533,31
0.082944333532,32
0.085536333531,33
0.08812833353,34
0.090720333529,35
0.093312333528,36
0.095904333527,37
0.098496333526,38
0.101088333525,39
0.103680333524,40
0.106272333523,41
0.108864333522,42
0.111456333521,43
0.11404833352,44
0.116640333519,45
0.119232333518,46
0.121824333517,47
0.124416333516,48
0.127008333515,49
0.129600333514,50
0.132192333513,51
0.134784333512,52
0.137376333511,53
0.13996833351,54
0.142560333509,55
0.145152333508,56
0.147744333507,57
0.150336333506,58
0.152928333505,59
0.155520333504,60
0.158112333503,61
0.160704333502,62
0.163296333501,63
0.1658883335,64
0.168480333499,65
0.171072333498,66
0.173664333497,67
0.176256333496,68
0.178848333495,69
0.181440333494,70
0.184032333493,71
0.186624333492,72
0.189216333491,73
0.19180833349,74
0.194400333489,75
0.196992333488,76
0.199584333487,77
0.202176333486,78
0.204768333485,79
0.207360333484,80
0.209952333483,81
0.212544333482,82
0.215136333481,83
0.21772833348,84
0.220320333479,85
0.222912333478,86
0.225504333477,87
0.228096333476,88
0.230688333475,89
0.233280333474,90
0.235872333473,91
0.238464333472,92
0.241056333471,93
0.24364833347,94
0.246240333469,95
0.248832333468,96
0.251424333467,97
0.254016333466,98
0.256608333465,99
0.259200333464,100
0.261792333463,101
0.264384333462,102
0.266976333461,103
0.26956833346,104
0.272160333459,105
0.274752333458,106
0.277344333457,107
0.279936333456,108
0.282528333455,109
0.285120333454,110
0.287712333453,111
0.290304333452,112
0.292896333451,113
0.29548833345,114
0.298080333449,115
0.300672333448,116
0.303264333447,117
0.305856333446,118
0.308448333445,119
0.311040333444,120
0.313632333443,121
0.316224333442,122
0.318816333441,123
0.32140833344,124
0.324000333439,125
0.326592333438,126
0.329184333437,127
0.331776333436,128
0.334368333435,129
0.336960333434,130
0.339552333433,131
0.342144333432,132
0.344736333431,133
0.34732833343,134
0.349920333429,135
0.352512333428,136
0.355104333427,137
0.357696333426,138
0.360288333425,139
0.362880333424,140
0.365472333423,141
0.368064333422,142
0.370656333421,143
0.37324833342,144
0.375840333419,145
0.378432333418,146
0.381024333417,147
0.383616333416,148
0.386208333415,149
0.388800333414,150
0.391392333413,151
0.393984333412,152
0.396576333411,153
0.39916833341,154
0.401760333409,155
0.404352333408,156
0.406944333407,157
0.409536333406,158
0.412128333405,159
0.414720333404,160
0.417312333403,161
0.419904333402,162
0.422496333401,163
0.4250883334,164
0.427680333399,165
0.430272333398,166
0.432864333397,167
0.435456333396,168
0.438048333395,169
0.440640333394,170
0.443232333393,171
0.445824333392,172
0.448416333391,173
0.45100833339,174
0.453600333389,175
0.456192333388,176
0.458784333387,177
0.461376333386,178
0.463968333385,179
0.466560333384,180
0.469152333383,181
0.471744333382,182
0.474336333381,183
0.47692833338,184
0.479520333379,185
0.482112333378,186
0.484704333377,187
0.487296333376,188
0.489888333375,189
0.492480333374,190
0.495072333373,191
0.497664333372,192
0.500256333371,193
0.50284833337,194
0.505440333369,195
0.508032333368,196
0.510624333367,197
0.513216333366,198
0.515808333365,199
0.518400333364,200
0.520992333363,201
0.523584333362,202
0.526176333361,203
0.52876833336,204
0.531360333359,205
0.533952333358,206
0.536544333357,207
0.539136333356,208
0.541728333355,209
0.544320333354,210
0.546912333353,211
0.549504333352,212
0.552096333351,213
0.55468833335,214
0.557280333349,215
0.559872333348,216
0.562464333347,217
0.565056333346,218
0.567648333345,219
0.570240333344,220
0.572832333343,221
0.575424333342,222
0.578016333341,223
0.58060833334,224
0.583200333339,225
0.585792333338,226
0.588384333337,227
0.590976333336,228
0.593568333335,229
0.596160333334,230
0.598752333333,231
0.601344333332,232
0.603936333331,233
0.60652833333,234
0.609120333329,235
0.611712333328,236
0.614304333327,237
0.616896333326,238
0.619488333325,239
0.622080333324,240
0.624672333323,241
0.627264333322,242
0.629856333321,243
0.63244833332,244
0.635040333319,245
0.637632333318,246
0.640224333317,247
0.642816333316,248
0.645408333315,249
0.648000333314,250
0.650592333313,251
0.653184333312,252
0.655776333311,253
0.65836833331,254
0.660960333309,255
0.663552333308,256
0.666144333307,257
0.668736333306,258
0.671328333305,259
0.673920333304,260
0.676512333303,261
0.679104333302,262
0.681696333301,263
0.6842883333,264
0.686880333299,265
0.689472333298,266
0.692064333297,267
0.694656333296,268
0.697248333295,269
0.699840333294,270
0.702432333293,271
0.705024333292,272
0.707616333291,273
0.71020833329,274
0.712800333289,275
0.715392333288,276
0.717984333287,277
0.720576333286,278
0.723168333285,279
0.725760333284,280
0.728352333283,281
0.730944333282,282
0.733536333281,283
0.73612833328,284
0.738720333279,285
0.741312333278,286
0.743904333277,287
0.746496333276,288
0.749088333275,289
0.751680333274,290
0.754272333273,291
0.756864333272,292
0.759456333271,293
0.76204833327,294
0.764640333269,295
0.767232333268,296
0.769824333267,297
0.772416333266,298
0.775008333265,299
0.777600333264,300
0.780192333263,301
0.782784333262,302
0.785376333261,303
0.78796833326,304
0.790560333259,305
0.793152333258,306
0.795744333257,307
0.798336333256,308
